age	job	marital	education	default	housing	loan	contact	month	day_of_week	duration	campaign	pdays	previous	poutcome	emp.var.rate	cons.price.idx	cons.conf.idx	euribor3m	nr.employed	y
35	3	1	3	1	2	1	2	1	2	41	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
37	3	2	2	1	2	1	1	5	4	609	2	7	3	3	-0.29166666666666663	0.5697583787996905	-0.12133891213389125	-0.9333333333333333	-0.7882797731569013	1
39	3	2	3	1	1	1	1	3	2	514	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
39	2	1	2	1	2	1	2	1	5	919	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
20	11	2	2	1	2	1	1	3	2	187	2	999	0	1	-1.0	-0.6508183943881534	0.7322175732217571	-0.963718820861678	-0.5924385633270361	0
27	11	2	4	1	2	1	2	3	4	72	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6371882086167799	0.7557655954631386	0
33	3	1	2	1	2	1	1	5	1	595	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
39	6	1	3	1	2	1	1	7	3	168	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
55	1	1	1	1	1	2	1	7	4	142	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
42	4	1	2	1	2	1	2	1	5	83	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
50	4	3	3	1	2	1	1	3	4	59	4	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
39	6	1	3	1	1	1	1	1	1	53	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	0
40	2	2	2	1	2	1	1	1	2	197	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6829931972789116	0.024574669187146014	0
54	5	1	2	1	2	1	1	9	3	58	3	999	2	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
33	5	3	4	1	1	2	1	7	3	679	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9659863945578226	1.0	0
26	3	2	5	1	1	2	2	2	5	68	6	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
27	6	1	3	1	2	1	1	9	3	54	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6566893424036282	0.024574669187146014	0
30	5	2	2	1	1	1	1	7	4	230	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
29	6	2	3	1	1	1	1	7	5	139	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
35	2	2	1	1	2	1	1	5	1	102	5	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
38	3	1	3	1	1	1	1	7	5	19	11	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
29	1	1	6	1	2	2	2	1	2	168	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
32	3	1	2	1	1	2	2	9	3	24	1	999	2	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
36	1	1	2	1	1	1	1	10	4	234	1	999	0	1	0.33333333333333337	-0.5674201091192543	-0.5899581589958163	0.22176870748299304	0.6083175803402625	0
51	6	1	3	1	2	1	2	2	2	16	17	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9623582766439907	1.0	0
34	1	1	5	1	2	2	2	1	4	23	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
50	5	1	3	1	1	2	1	4	2	1353	2	999	0	1	-1.0	-0.8612626656274358	0.757322175732217	-0.9482993197278913	-0.5924385633270361	0
53	6	1	3	1	2	1	1	7	4	88	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9623582766439907	1.0	0
52	1	1	2	1	2	1	1	1	5	57	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
71	7	1	2	1	2	1	1	4	3	363	1	999	0	1	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.8893424036281179	-1.0	1
52	7	1	3	1	1	2	2	3	3	215	3	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
53	5	1	4	1	2	1	2	1	5	332	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
36	3	2	3	1	1	1	1	3	4	287	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
43	3	1	2	1	1	1	2	1	4	67	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
31	5	2	4	1	2	1	1	7	3	122	2	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
58	3	2	3	1	2	1	2	1	3	1234	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	1
46	5	1	3	1	2	1	1	5	4	124	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.965079365079365	1.0	0
34	3	1	3	1	2	1	1	1	2	329	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	0
40	4	2	3	1	2	2	1	2	2	54	4	999	0	1	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7238095238095239	-0.14858223062382336	0
42	1	3	2	1	2	1	2	2	5	256	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
40	5	2	2	1	2	1	1	7	1	85	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
27	10	1	2	1	1	1	2	2	1	23	13	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9609977324263037	1.0	0
46	3	3	3	1	1	2	1	3	2	184	2	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
47	3	1	3	1	1	2	1	5	2	129	3	999	2	2	-0.29166666666666663	0.5697583787996905	-0.12133891213389125	-0.8816326530612245	-0.7882797731569013	0
32	8	1	2	1	1	1	2	1	3	314	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
58	2	1	2	1	2	1	1	7	1	155	5	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
30	3	1	3	1	1	1	1	7	4	123	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
32	3	1	3	1	1	1	1	7	2	428	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
32	2	1	2	1	2	1	2	1	5	181	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
29	6	2	3	1	1	2	2	1	3	207	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
43	6	3	2	1	1	1	1	3	3	488	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6126984126984125	0.7557655954631386	0
41	2	3	1	1	1	1	2	1	2	189	3	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
30	3	1	3	1	1	1	2	1	1	355	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
35	3	2	2	1	1	1	1	3	5	106	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
44	1	1	6	1	1	1	2	4	4	10	1	999	0	1	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.8870748299319728	-1.0	0
32	10	1	4	1	1	1	2	3	5	486	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.6816326530612242	0.7557655954631386	1
26	11	2	2	1	2	1	1	5	5	235	1	999	1	2	-0.29166666666666663	0.5697583787996905	-0.12133891213389125	-0.8829931972789116	-0.7882797731569013	0
35	3	2	3	1	1	1	1	5	3	167	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
34	1	1	1	1	2	1	2	2	3	206	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9614512471655325	1.0	0
57	6	3	3	1	1	1	2	1	2	236	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
33	3	2	2	1	1	1	1	8	3	61	2	6	2	2	-1.0	-0.8207326578332044	1.0	-0.9564625850340136	-0.5924385633270361	0
32	3	1	2	1	2	1	1	3	1	219	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
34	1	2	6	1	2	1	1	1	3	204	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
36	3	2	2	1	1	1	1	9	1	413	2	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
28	5	2	4	1	1	1	1	1	3	77	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
72	7	3	3	1	2	1	1	7	5	270	1	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.8870748299319728	-0.14858223062382336	0
27	2	2	1	1	1	2	1	5	5	88	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
43	3	3	2	1	1	2	1	1	4	892	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6861678004535148	0.024574669187146014	0
39	8	2	3	1	1	1	1	1	1	452	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
27	3	2	3	1	2	1	1	6	5	238	4	999	0	1	-0.33333333333333326	-0.08963367108339071	0.33891213389121333	-1.0	-0.6589792060491533	1
35	3	2	3	1	1	1	1	1	5	614	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
34	5	1	4	1	2	1	1	7	3	123	1	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.8975056689342404	-0.14858223062382336	0
39	5	1	2	1	2	1	1	3	1	749	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	1
35	6	3	2	1	1	1	2	2	1	176	4	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9609977324263037	1.0	0
56	7	1	5	1	2	1	1	3	5	130	3	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
31	3	2	3	1	1	1	1	5	2	1327	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	1
31	2	2	2	1	1	1	1	1	5	28	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6784580498866214	0.024574669187146014	0
45	3	2	3	1	2	1	1	3	1	27	3	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
42	1	3	1	1	2	1	1	5	3	111	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
39	3	1	3	1	2	1	1	1	1	272	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7210884353741497	0.024574669187146014	0
50	2	1	2	1	1	1	1	7	3	54	15	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
29	3	2	3	1	2	1	2	2	5	641	6	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
34	8	1	5	1	1	1	2	1	2	474	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
36	3	1	3	1	2	1	1	5	3	61	6	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
35	3	2	3	1	2	1	2	1	3	234	13	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
42	3	2	3	1	1	1	2	1	1	87	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9179138321995464	0.7194706994328897	0
39	5	1	4	1	1	1	1	7	3	247	1	4	1	3	-0.7916666666666665	-1.0	0.6234309623430958	-0.8870748299319728	-0.14858223062382336	0
52	3	1	2	1	2	1	2	1	2	643	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
47	3	3	3	1	1	1	2	2	1	2653	3	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9646258503401357	1.0	1
59	6	1	3	1	2	1	1	10	4	112	4	999	1	2	-0.8333333333333333	-0.6009353078721773	0.48953974895397456	-0.9705215419501134	-0.5470699432892303	0
37	2	1	2	1	2	2	1	9	1	175	1	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
33	6	1	3	1	1	1	1	1	2	85	4	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6829931972789116	0.024574669187146014	0
33	3	1	2	1	1	1	2	1	2	67	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
40	5	2	3	1	1	2	1	3	1	44	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5356009070294783	0.7557655954631386	0
32	5	1	3	1	1	1	1	3	3	77	1	999	0	1	-1.0	-0.6508183943881534	0.7322175732217571	-0.9641723356009071	-0.5924385633270361	0
29	5	2	2	1	1	1	1	7	5	130	6	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
32	3	2	2	1	2	1	1	9	4	1143	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6689342403628119	0.024574669187146014	1
35	3	3	3	1	1	1	2	1	1	221	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
36	3	1	3	1	1	1	1	5	2	570	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	1
38	1	1	5	1	2	1	1	9	5	239	1	999	0	1	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6290249433106576	0.024574669187146014	0
32	3	1	3	1	1	1	2	7	5	66	7	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
32	3	2	3	1	2	1	1	7	3	200	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9659863945578226	1.0	0
34	4	2	2	1	1	1	1	3	5	581	4	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
42	3	2	3	1	1	2	2	1	2	938	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	1
28	5	2	1	1	2	1	1	1	5	223	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7024943310657598	0.024574669187146014	0
53	5	1	4	1	2	1	2	1	1	260	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
27	2	2	1	1	2	1	2	1	3	93	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9147392290249432	0.7194706994328897	0
43	8	1	4	1	1	2	1	1	1	114	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7170068027210885	0.024574669187146014	0
35	1	2	6	1	2	1	2	2	1	81	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9609977324263037	1.0	0
42	3	1	3	1	1	1	1	7	1	168	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
36	5	2	4	1	2	2	2	1	3	114	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.915192743764172	0.7194706994328897	0
35	1	3	1	1	2	1	2	2	3	138	4	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9619047619047618	1.0	0
38	2	1	1	1	2	1	2	2	1	31	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9646258503401357	1.0	0
24	1	2	1	1	1	1	1	5	2	590	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
31	8	3	5	1	2	1	1	3	5	152	2	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
30	6	1	3	1	1	1	1	5	2	217	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
68	7	1	3	1	1	1	1	5	3	546	2	999	1	2	-0.29166666666666663	0.5697583787996905	-0.12133891213389125	-0.8848072562358278	-0.7882797731569013	1
32	10	1	3	1	1	1	1	7	4	85	8	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9623582766439907	1.0	0
55	2	1	2	1	2	2	1	5	4	371	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
55	2	1	5	1	2	2	1	7	2	64	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
34	4	2	3	1	1	1	1	1	3	102	3	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6988662131519275	0.024574669187146014	0
33	1	1	1	1	2	1	1	1	1	728	1	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6925170068027212	0.024574669187146014	1
42	2	1	2	1	2	1	1	1	3	312	2	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6739229024943311	0.024574669187146014	0
56	3	1	3	1	2	1	2	5	1	55	9	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9600907029478456	1.0	0
46	8	1	1	1	2	1	2	2	3	245	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9183673469387756	1.0	0
42	3	2	2	1	2	1	1	5	1	163	1	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
33	3	3	3	1	1	1	1	3	4	214	2	999	1	2	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
43	4	1	5	1	2	2	1	3	2	206	5	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5804988662131518	0.7557655954631386	0
52	2	1	6	1	2	2	1	5	3	161	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
49	9	2	3	1	2	2	1	10	3	334	3	999	0	1	-0.8333333333333333	-0.6009353078721773	0.48953974895397456	-0.96281179138322	-0.5470699432892303	0
41	3	1	3	1	1	1	1	7	1	47	13	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9628117913832199	1.0	0
26	1	2	5	1	1	2	1	5	2	215	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
36	3	2	6	1	1	1	2	1	2	125	2	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6829931972789116	0.024574669187146014	0
61	4	3	3	1	2	1	1	6	1	102	2	999	1	2	-0.33333333333333326	-0.08963367108339071	0.33891213389121333	-0.9936507936507937	-0.6589792060491533	0
40	3	1	1	1	2	1	2	1	5	224	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
31	5	2	4	1	2	1	2	5	1	141	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9609977324263037	1.0	0
41	1	1	5	1	1	1	2	2	3	132	2	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9183673469387756	1.0	0
39	2	1	2	1	1	1	1	1	4	22	8	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
39	3	3	2	1	2	1	1	5	5	121	17	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9619047619047618	1.0	0
38	6	1	3	1	1	1	1	7	4	328	2	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.8920634920634921	-0.14858223062382336	0
47	6	1	2	1	2	2	1	9	1	245	1	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6507936507936508	0.024574669187146014	0
24	3	2	2	1	1	1	2	5	3	722	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9614512471655325	1.0	0
51	8	1	1	1	1	1	2	1	5	142	2	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
24	5	2	4	1	1	1	1	2	5	211	1	999	0	1	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7156462585034015	-0.14858223062382336	0
24	2	1	2	1	2	1	1	1	4	10	5	999	0	1	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
71	7	2	3	1	1	1	1	8	5	167	1	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9514739229024944	-0.5924385633270361	0
27	3	2	3	1	1	2	1	9	2	98	1	999	1	2	-0.33333333333333326	-0.3187840997661624	-0.6903765690376575	-0.6326530612244898	0.024574669187146014	0
32	2	1	2	1	2	1	1	8	3	217	1	999	0	1	-1.0	-0.8207326578332044	1.0	-0.9528344671201814	-0.5924385633270361	0
35	2	2	2	1	1	1	1	1	4	66	1	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.6861678004535148	0.024574669187146014	0
35	5	2	4	1	1	2	1	7	4	347	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
38	2	2	1	1	1	1	2	1	4	193	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9160997732426301	0.7194706994328897	0
52	2	2	2	1	1	1	2	2	2	43	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9623582766439907	1.0	0
40	5	1	4	1	2	1	2	1	5	26	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
38	1	1	2	1	1	1	1	5	2	122	5	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9628117913832199	1.0	0
32	6	2	3	1	2	1	1	1	4	162	4	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7138321995464854	0.024574669187146014	0
35	3	1	2	1	2	1	1	3	5	95	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5954648526077093	0.7557655954631386	0
28	1	2	4	1	1	1	1	5	2	611	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
25	1	1	5	1	2	1	1	5	4	420	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9605442176870749	1.0	0
28	3	2	3	1	2	1	1	7	2	202	1	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.8893424036281179	-0.14858223062382336	0
31	5	1	3	1	2	1	1	4	4	244	1	3	1	3	-0.04166666666666663	0.5572876071706929	0.11297071129707081	-0.889795918367347	-1.0	1
38	5	1	3	1	2	1	1	2	2	539	1	999	0	1	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7165532879818595	-0.14858223062382336	1
32	5	3	4	1	1	1	2	1	1	76	17	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9156462585034013	0.7194706994328897	0
73	7	1	4	1	1	1	1	7	4	135	2	999	0	1	-0.7916666666666665	-1.0	0.6234309623430958	-0.8920634920634921	-0.14858223062382336	0
34	3	2	2	1	1	1	2	1	2	359	1	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9142857142857139	0.7194706994328897	0
41	5	3	3	1	1	1	1	7	1	167	1	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9641723356009069	1.0	0
34	5	1	3	1	2	1	1	2	5	116	2	999	0	1	-0.7916666666666665	-0.40607950116913116	-0.16317991631799167	-0.7156462585034015	-0.14858223062382336	0
39	7	2	2	1	2	1	2	1	4	109	4	999	0	1	0.8750000000000001	0.39750584567420333	0.20502092050209164	0.9138321995464851	0.7194706994328897	0
34	5	1	4	1	1	1	1	6	3	93	1	999	0	1	-0.33333333333333326	-0.4996102883865916	-0.93305439330544	-0.5492063492063493	0.024574669187146014	0
38	3	1	3	1	1	1	2	2	4	197	1	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.918820861678004	1.0	0
41	3	3	3	1	1	1	1	7	2	188	4	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9632653061224488	1.0	0
38	3	1	3	1	1	1	1	7	4	191	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.965079365079365	1.0	0
47	5	3	2	1	1	1	1	5	4	303	3	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
23	1	2	1	1	1	1	1	5	4	523	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	0
30	1	2	1	1	2	1	2	2	2	83	11	999	0	1	1.0	0.7646141855027366	-0.2468619246861925	0.9179138321995464	1.0	0
49	5	1	3	1	1	1	1	3	4	91	1	999	0	1	0.37500000000000006	-0.22135619641464643	-0.26359832635983294	0.5605442176870745	0.7557655954631386	0
36	5	2	4	1	1	1	1	1	2	225	2	999	1	2	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.70702947845805	0.024574669187146014	0
49	1	1	6	1	2	1	1	7	3	383	3	999	0	1	1.0	-0.031176929072486814	0.23012552301255162	0.9637188208616776	1.0	0
21	11	2	4	1	2	1	2	3	2	250	1	999	0	1	-1.0	-0.6508183943881534	0.7322175732217571	-0.963265306122449	-0.5924385633270361	0
34	10	1	2	1	2	1	1	5	4	284	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.965079365079365	1.0	0
45	1	1	5	1	1	1	1	5	4	367	2	999	0	1	1.0	0.33826968043648264	-0.3221757322175738	0.9623582766439907	1.0	1
54	10	1	1	1	2	1	1	1	2	193	1	3	1	3	-0.33333333333333326	-0.46063912704597954	-0.6150627615062767	-0.7120181405895692	0.024574669187146014	1
